approve,id,tier,reason,value,suggestion,confidence,entry_id,field_path,context_before,context_after,occurrences
,cand-120908,1,ligature_bracket,"(AMMON,","OAMMON,",0.1,schaff-herzog.ammonius-the-hermit,definition_blocks[0],AMMONIUS,AMUN) THE HERMIT. See Monasticism.,1
,cand-127236,1,ligature_bracket,"(CIS,","OCIS,",0.1,schaff-herzog.anammelech,definition_blocks[0],found in a Greco-Phenician inscription,i. 95) of Lapithos in Cyprus belonging,1
,cand-130231,1,ligature_bracket,"(ANCHORITE,","OANCHORITE,",0.1,schaff-herzog.anchoret,definition_blocks[0],ANCHORET,ANACHORITE): A name applied to one of t,1
,cand-4255287,1,ligature_bracket,"(TObingen,","OTObingen,",0.1,schaff-herzog.and-confession-of,definition_blocks[0],aanguinxs Jesu ChrisH in aena dominica,1560-61). The main points are here summ,1
,cand-2057700,1,ligature_bracket,"(GRAHDMOHT),","OGRAHDMOHT),",0.1,schaff-herzog.ander,definition_blocks[0],"GRAMMONT, gra""men'",ORDER,1
,cand-131589,1,ligature_bracket,(DIOGO),ODIOGO),0.1,schaff-herzog.andrada-didacus,definition_blocks[0],"ANDRADA, DIDACUS, did´ɑ-cus","PAYVA D’: Theologian; b. at Coimbra, Po",1
,cand-132760,1,ligature_bracket,(LARS,OLARS,0.1,schaff-herzog.andrea-lorenz,definition_blocks[0],"ANDREÄ, LORENZ",ANDERSON): The great ecclesiastico-poli,1
,cand-133686,1,ligature_bracket,(ANDERS,OANDERS,0.1,schaff-herzog.andrew-of-lund,definition_blocks[0],ANDREW OF LUND,SUNESÖN): Archbishop of Lund; b. at Kna,1
,cand-142080,1,ligature_bracket,(ANNATES).,OANNATES).,0.1,schaff-herzog.annats,definition_blocks[0],ANNATS,"See Taxation, Ecclesiastical.",1
,cand-142090,1,ligature_bracket,"(ANNA),","OANNA),",0.1,schaff-herzog.anne-saint,definition_blocks[0],ANNE,SAINT: Mother of the Virgin Mary. Accor,1
,cand-144114,1,ligature_bracket,"(TSK,","OTSK,",0.1,schaff-herzog.annihilationism,definition_blocks[13],"rents, as e.g., C. H. Weisse in Germany","ix., 1836, 271-340) and H. H. Dobney in",1
,cand-144375,1,ligature_bracket,"(TSK,","OTSK,",0.1,schaff-herzog.annihilationism,definition_blocks[15],"laubenslehre, Gotha, 1863); F. Brandes,","1872, pp. 545, 550); A. Schäffer (Auf d",1
,cand-144536,1,ligature_bracket,"(RDM,","ORDM,",0.1,schaff-herzog.annihilationism,definition_blocks[16],"(Système du monde moral 1862), P. Janet","1863), and C. Renouvier (La Critique ph",1
,cand-144551,1,ligature_bracket,"(RT,","ORT,",0.1,schaff-herzog.annihilationism,definition_blocks[16],afterward Charles Sécretan and C. Ribot,1885 no. 1) expressed their general adh,1
,cand-145988,1,ligature_bracket,(ANNUNCIADES):,OANNUNCIADES):,0.1,schaff-herzog.annunciation-orders-of-the,definition_blocks[0],"ANNUNCIATION, ORDERS OF THE","Five Roman Catholic congregations, two",1
,cand-146361,1,ligature_bracket,(ANOMŒANS).,OANOMŒANS).,0.1,schaff-herzog.anomoios,definition_blocks[0],"ANOMOIOS, ANOMOIANS",See Arianism.,1
,cand-161632,1,ligature_bracket,(ANTONIO,OANTONIO,0.1,schaff-herzog.antoninus-saint-of-florence,definition_blocks[0],"ANTONINUS, SAINT, OF FLORENCE",PIEROZZI): Archbishop of Florence; b. i,1
,cand-170726,1,ligature_bracket,"(PSBA,","OPSBA,",0.1,schaff-herzog.apocrisiarius,definition_blocks[51],"e days of Commodus, King of the Romans”","xvi, 283, 312). Since Symmachus and Aqu",1
,cand-177927,1,ligature_bracket,"(AJT,","OAJT,",0.1,schaff-herzog.apocrisiarius,definition_blocks[103],y Conybeare from an Armenian manuscript,"i, 1897, pp. 424 sqq.).",1
,cand-180167,1,ligature_bracket,"(TLB,","OTLB,",0.1,schaff-herzog.apocrisiarius,definition_blocks[116],"A. Harnack (TLZ, 1892, 2 sqq.), T. Zahn","1892, 185 sqq., 193 sqq.), Bratke (TLZ,",1
,cand-180866,1,ligature_bracket,"(APOLLINARIUS),","OAPOLLINARIUS),",0.1,schaff-herzog.apollinaris-claudius,definition_blocks[0],"APOLLINARIS, a-pel""li-nê´ris",CLAUDIUS: Bishop of Hierapolis in Phryg,1
,cand-189419,1,ligature_bracket,"(SK,","OSK,",0.1,schaff-herzog.apostles-creed,definition_blocks[7],atke in the Bern Codex n. 645 sæc. vii.,"lxviii., 1895, 153 sqq.), which is to b",1
,cand-196982,1,ligature_bracket,(APSIS):,OAPSIS):,0.1,schaff-herzog.apse,definition_blocks[0],APSE,The semicircular or semioctagonal enclo,1
,cand-197603,1,ligature_bracket,(ADLER),OADLER),0.1,schaff-herzog.aquila-kaspar,definition_blocks[0],AQUILA,KASPAR: Lutheran; b. at Augsburg Aug. 7,1
,cand-200181,1,ligature_bracket,"(ZA,","OZA,",0.1,schaff-herzog.aram-arameans-and-the-aramaic-language,definition_blocks[3],the Amarna Tablets it is called Na‘rima,"vi., 1891, p. 258; in Egyptian inscript",1
,cand-200303,1,ligature_bracket,"(KAT,","OKAT,",0.1,schaff-herzog.aram-arameans-and-the-aramaic-language,definition_blocks[3],xviii. 3; II Chron. viii. 3). Schrader,135) identifies Zobah with the Subit of,1
,cand-3848925,1,ligature_bracket,"(RUUSBROEC,","ORUUSBROEC,",0.1,schaff-herzog.asskubly,definition_blocks[0],"RUYSBROECK, reis^roH,",RUTS-,1
,cand-284225,1,ligature_bracket,(JEAN,OJEAN,0.1,schaff-herzog.audin-jean-marie-vincent,definition_blocks[0],"AUDIN, ō´´dan´","MARIE), VINCENT: French Roman Catholic;",1
,cand-1670967,1,ligature_bracket,"(GOttingen,","OGOttingen,",0.1,schaff-herzog.august-eduard,definition_blocks[29],akademiachen Gottesdienst in Gdttingen,1849-52); Zwr Geschichte des Kale- chit,1
,cand-2855940,1,ligature_bracket,(EUGEN,OEUGEN,0.1,schaff-herzog.auguste,definition_blocks[3],,LaCHBNMANN.) Bibuoorapht: The funeral a,1
,cand-286801,1,ligature_bracket,"(AUSTIN),","OAUSTIN),",0.1,schaff-herzog.augustine-saint-of-canterbury,definition_blocks[0],AUGUSTINE,"SAINT, OF CANTERBURY: The apostle to th",1
,cand-294298,1,ligature_bracket,"(GOLDSCHMID),","OGOLDSCHMID),",0.1,schaff-herzog.aurifaber-goldschmid-andreas,definition_blocks[0],"AURIFABER, au-rî-fā´ber",ANDREAS: German physician and theologia,1
,cand-304111,1,ligature_bracket,"(AVIRCIUS,","OAVIRCIUS,",0.1,schaff-herzog.avercius-avircius-abercius-of-hieropolis,definition_blocks[0],"AVERCIUS, a-ver´shiUs","ABERCIUS), OF HIEROPOLIS (in the Glaucu",1
,cand-306163,1,ligature_bracket,"(ELMER),","OELMER),",0.1,schaff-herzog.aylmer-john,definition_blocks[0],"AYLMER, êl-mer",JOHN: Bishop of London; b. at Aylmer Ha,1
,cand-327424,1,ligature_bracket,"(GEORG),","OGEORG),",0.1,schaff-herzog.bachmann-philipp,definition_blocks[0],"BACHMANN, bɑ̄h´mɑ̄n",PHILIPP: German Protestant; b. at Geisl,1
,cand-329199,1,ligature_bracket,"(BACO),","OBACO),",0.1,schaff-herzog.bacon-roger,definition_blocks[0],BACON,ROGER: The famous Franciscan theologian,1
,cand-330692,1,ligature_bracket,(IM,OIM,0.1,schaff-herzog.baden-im-aargau-conference-of,definition_blocks[0],BADEN,"AARGAU), CONFERENCE OF: An early attemp",1
,cand-333752,1,ligature_bracket,(MICHEL,OMICHEL,0.1,schaff-herzog.bajus-michael,definition_blocks[0],"BAJUS, bɑ̄´´yus, MICHAEL",DE BAY) Theologian of Louvain; b. at Me,1
,cand-339592,1,ligature_bracket,(LUCIANO).,OLUCIANO).,0.1,schaff-herzog.balmes-jaime,definition_blocks[0],"BALMES, bɑ̄l´´mês´, JAIME",Spanish politico-religious writer; b. a,1
,cand-360460,1,ligature_bracket,"(BATTISTINI,","OBATTISTINI,",0.1,schaff-herzog.baptistines,definition_blocks[0],BAPTISTINES,BATTISTINE): A religious order for both,1
,cand-381017,1,ligature_bracket,(JACOBUS,OJACOBUS,0.1,schaff-herzog.baradai-jacob,definition_blocks[0],"BARADAI, JACOB",BARADÆUS). See Jacobites.,1
,cand-382914,1,ligature_bracket,(BAR-DAISAN):,OBAR-DAISAN):,0.1,schaff-herzog.bardesanes,definition_blocks[0],"BARDESANES, ɑ̄r´´de-sê´nîz",Gnostic; b. of Persian parents (Nuhama,1
,cand-383254,1,ligature_bracket,"(DCB,","ODCB,",0.1,schaff-herzog.bardesanes,definition_blocks[2],"His cosmogonic speculations, which Hort","i, 254) rightly calls “strange Mesopota",1
,cand-387925,1,ligature_bracket,"(BARON),","OBARON),",0.1,schaff-herzog.baro-peter,definition_blocks[0],BARO,PETER: Anti-Calvinist; b. at Étampes (3,1
,cand-388965,1,ligature_bracket,"(BARROWE),","OBARROWE),",0.1,schaff-herzog.barrow-barrowe-henry,definition_blocks[0],BARROW,HENRY: English Separatist; hanged at Ty,1
,cand-392524,1,ligature_bracket,"(BASSEDAU),","OBASSEDAU),",0.1,schaff-herzog.basedow-johann-bernhard,definition_blocks[0],"BASEDOW, bɑ̄´ze-dō´´",JOHANN BERNHARD: German rationalist and,1
,cand-395251,1,ligature_bracket,(BASILAS),OBASILAS),0.1,schaff-herzog.basil-of-ancyra,definition_blocks[0],BASIL,"OF ANCYRA: A physician, born at Ancyra,",1
,cand-402484,1,ligature_bracket,"(TZT,","OTZT,",0.1,schaff-herzog.baur-ferdinand-christian-and-the-later-tubingen-school,definition_blocks[11],f his article on the Corinthian parties,"1831), it was his lectures on the Epist",1
,cand-3488527,1,ligature_bracket,"(ECOLAMPADIUS,","OECOLAMPADIUS,",0.1,schaff-herzog.bbt-and-conobeoation-of,definition_blocks[0],,"ecVlam-p^di-us, AHD",1
,cand-3491423,1,ligature_bracket,"(ECONOMUS,","OECONOMUS,",0.1,schaff-herzog.bbt-and-conobeoation-of,definition_blocks[38],,"ec""o-no'mu8, CONSTANTINUS: Prominent Gr",1
,cand-3492227,1,ligature_bracket,(ECUMENICAL,OECUMENICAL,0.1,schaff-herzog.bbt-and-conobeoation-of,definition_blocks[44],,"COUNCILS. See Councius and Synods, { 3.",1
,cand-2771495,1,ligature_bracket,"(TQbingen,","OTQbingen,",0.1,schaff-herzog.bduard,definition_blocks[2],der Dreieinigkeit und Gottmenech- heil,"1905); PhiUpp Melanchthon, eine Charakt",1
,cand-410307,1,ligature_bracket,"(BETHUNE),","OBETHUNE),",0.1,schaff-herzog.beaton-bethune-david,definition_blocks[0],"BEATON, bî´ten","be-thūn´ or be-tün´, DAVID: Cardinal-ar",1
,cand-411473,1,ligature_bracket,"(VERBEECK,","OVERBEECK,",0.1,schaff-herzog.becan-martin,definition_blocks[0],BECAN,"VAN DER BEECK), MARTIN: Jesuit; b. at H",1
,cand-425412,1,ligature_bracket,(FRIEDRICH):,OFRIEDRICH):,0.1,schaff-herzog.bender-wilhelm-friedrich,definition_blocks[0],"BENDER, WILHELM",German Protestant; b. at Münzenberg (10,1
,cand-437564,1,ligature_bracket,"(BENOIT),","OBENOIT),",0.1,schaff-herzog.benoist-benoit-elie,definition_blocks[0],BENOIST,"be-nwä´, ÉLIE: French Protestant; b. at",1
,cand-437717,1,ligature_bracket,"(BENOIT),","OBENOIT),",0.1,schaff-herzog.benoist-benoit-rene,definition_blocks[0],BENOIST,RENÉ: Roman Catholic theologian; b. at,1
,cand-439063,1,ligature_bracket,(GUSTAV,OGUSTAV,0.1,schaff-herzog.benzinger-immanuel,definition_blocks[0],"BENZINGER, EMMANUEL",ADOLF): German Orientalist; b. at Stutt,1
,cand-447923,1,ligature_bracket,"(BERN,","OBERN,",0.1,schaff-herzog.berno-bern-bernard-of-reichenau,definition_blocks[0],BERNO,BERNARD) OF REICHENAU: Abbot of Reichen,1
,cand-450701,1,ligature_bracket,(WOOD):,OWOOD):,0.1,schaff-herzog.besant-annie-wood,definition_blocks[0],"BESANT, bes´ant, ANNIE","Theosophist; b. at London Oct. 1, 1847.",1
,cand-453324,1,ligature_bracket,"(BETKE),","OBETKE),",0.1,schaff-herzog.betkius-betke-joachim,definition_blocks[0],"BETKIUS, bêt´kî-Us",JOACHIM: Lutheran preacher and forerunn,1
,cand-457855,1,ligature_bracket,"(BLANCHINUS),","OBLANCHINUS),",0.1,schaff-herzog.bianchini-blanchinus-giuseppe,definition_blocks[0],"BIANCHINI, bî´´ān-kî´nî",GIUSEPPE: Italian Biblical scholar; b.,1
,cand-459384,1,ligature_bracket,(BRYANITES).,OBRYANITES).,0.1,schaff-herzog.bible-christians-bryanites,definition_blocks[0],BIBLE CHRISTIANS,,1
,cand-489450,1,ligature_bracket,"(PSBA,","OPSBA,",0.1,schaff-herzog.bible-versions,definition_blocks[38],oworth offers some unconventional views,1891–92) on the question whether Chroni,1
,cand-495465,1,ligature_bracket,"(JA,","OJA,",0.1,schaff-herzog.bible-versions,definition_blocks[86],nslation is not Jerusalem and Palestine,"1872, 458) or Antioch, but Edessa and i",1
,cand-496837,1,ligature_bracket,"(JTS,","OJTS,",0.1,schaff-herzog.bible-versions,definition_blocks[100],"rlin, 1903), pp. vii-xvi. F. C. Burkitt","ii, 183) gives reasons for believing th",1
,cand-507891,1,ligature_bracket,"(SMA,","OSMA,",0.1,schaff-herzog.bible-versions,definition_blocks[193],Gospels have been published by F. Keinz,"1869, p. 546) and J. Haupt (Germania, x",1
,cand-523841,1,ligature_bracket,(STORY-BIBLES):,OSTORY-BIBLES):,0.1,schaff-herzog.bibles-historical-story-bibles,definition_blocks[0],"BIBLES, HISTORICAL",The usual term applied to a compilation,1
,cand-528166,1,ligature_bracket,"(BUCHMANN),","OBUCHMANN),",0.1,schaff-herzog.bibliander-buchmann-theodor,definition_blocks[0],BIBLIANDER,THEODOR: Swiss theologian and teacher;,1
,cand-544100,1,ligature_bracket,"(BYLNEY),","OBYLNEY),",0.1,schaff-herzog.bilney-bylney-thomas,definition_blocks[0],BILNEY,THOMAS: Early English Protestant; b. of,1
,cand-547146,1,ligature_bracket,(EPISCOPUS),OEPISCOPUS),0.1,schaff-herzog.bishop-episcopus-in-partibus-infidelium,definition_blocks[0],BISHOP,"IN PARTIBUS INFIDELIUM. See Bishop, Tit",1
,cand-550169,1,ligature_bracket,"(BLARER,","OBLARER,",0.1,schaff-herzog.blaurer-blarer-blaarer-ambrosius,definition_blocks[0],BLAURER,"BLAARER), AMBROSIUS: German Reformer; b",1
,cand-1676293,1,ligature_bracket,"(HEL6ESEN),","OHEL6ESEN),",0.1,schaff-herzog.bli-hel6esen-paulus,term,BLI£,PAULUS,1
,cand-557665,1,ligature_bracket,(JAN,OJAN,0.1,schaff-herzog.bockhold-johann-jan-beukelszoon,definition_blocks[0],"BOCKHOLD, JOHANN","BEUKELSZOON). See Muenster, Anabaptists",1
,cand-565176,1,ligature_bracket,"(BOYS),","OBOYS),",0.1,schaff-herzog.bois-boys-john,definition_blocks[0],BOIS,JOHN: Church of England scholar; b. at,1
,cand-573270,1,ligature_bracket,(BONITHO):,OBONITHO):,0.1,schaff-herzog.bonizo-bonitho,definition_blocks[0],BONIZO,Bishop of Sutri; b. at Cremona c. 1045;,1
,cand-576394,1,ligature_bracket,(MUMFORD):,OMUMFORD):,0.1,schaff-herzog.booth-catherine-mumford,definition_blocks[0],"BOOTH, CATHERINE","""Mother of the Salvation Army""; b. at A",1
,cand-579385,1,ligature_bracket,(HENRY):,OHENRY):,0.1,schaff-herzog.borrow-george-henry,definition_blocks[0],"BORROW, GEORGE",English adventurer and writer; b. at Ea,1
,cand-581798,1,ligature_bracket,(PETRUS,OPETRUS,0.1,schaff-herzog.bouquin-pierre-petrus-boquinus,definition_blocks[0],"BOUQUIN, bū´´kaå´, PIERRE",BOQUINUS): French Calvinist; b. either,1
,cand-600929,1,ligature_bracket,"(BRYDAINE),","OBRYDAINE),",0.1,schaff-herzog.bridaine-brydaine-jacques,definition_blocks[0],BRIDAINE,JACQUES: French Roman Catholic preacher,1
,cand-610771,1,ligature_bracket,(HINSDALE):,OHINSDALE):,0.1,schaff-herzog.brown-phbe-allen-hinsdale,definition_blocks[0],"BROWN, PHŒBE ALLEN","Hymn-writer; b. at Canaan, Columbia Cou",1
,cand-614943,1,ligature_bracket,"(PONTANUS,","OPONTANUS,",0.1,schaff-herzog.brueck-pontanus-real-name-heinse-henisch-heincz-gregorius,definition_blocks[0],"BRUECK, brük","real name HEINSE, HENISCH, HEINCZ), GRE",1
,cand-615761,1,ligature_bracket,"(BRUSLY),","OBRUSLY),",0.1,schaff-herzog.brully-brusly-pierre,definition_blocks[0],"BRULLY, brü´´yî´",PIERRE (Petrus Brulius): The successor,1
,cand-616310,1,ligature_bracket,"(FONTANUS),","OFONTANUS),",0.1,schaff-herzog.brunner-fontanus-leonhard,definition_blocks[0],BRUNNER,LEONHARD: German Reformer; b. probably,1
,cand-617188,1,ligature_bracket,(BONIFATIUS),OBONIFATIUS),0.1,schaff-herzog.bruno-bonifatius-of-querfurt,definition_blocks[0],BRUNO,OF QUERFURT: Missionary to the Slavs an,1
,cand-616730,1,ligature_bracket,(FILIPPO),OFILIPPO),0.1,schaff-herzog.bruno-filippo-giordano,definition_blocks[0],"BRUNO,",GIORDANO: Italian philosopher of the Re,1
,cand-626048,1,ligature_bracket,(BOURGES):,OBOURGES):,0.1,schaff-herzog.bulgari-bourges,definition_blocks[0],BULGARI,Name of a heretical sect. See New Manic,1
,cand-630217,1,ligature_bracket,(LAURENT,OLAURENT,0.1,schaff-herzog.bungener-laurent-louis-felix,definition_blocks[0],"BUNGENER, bün´´je-nê´","LOUIS), FÉLIX: Swiss Protestant; b. at",1
,cand-639516,1,ligature_bracket,"(BURROUGHS),","OBURROUGHS),",0.1,schaff-herzog.burroughes-burroughs-jeremiah,definition_blocks[0],BURROUGHES,JEREMIAH: English Congregationalist; b.,1
,cand-639660,1,ligature_bracket,"(BURROUGH),","OBURROUGH),",0.1,schaff-herzog.burroughs-burrough-george,definition_blocks[0],BURROUGHS,GEORGE: The most prominent victim of th,1
,cand-1654115,1,ligature_bracket,(EDHUIID,OEDHUIID,0.1,schaff-herzog.burt-edhuiid-rich,term,BURT,RICH),1
,cand-1654856,1,ligature_bracket,"(EADMUin)),","OEADMUin)),",0.1,schaff-herzog.burt-edhuiid-rich,definition_blocks[6],EDMUin),"SAINT, THE MAR-",1
,cand-642098,1,ligature_bracket,"(BUSENBAUM),","OBUSENBAUM),",0.1,schaff-herzog.busembaum-busenbaum-hermann,definition_blocks[0],BUSEMBAUM,"HERMANN: German Jesuit, casuist; b. at",1
,cand-1798897,1,ligature_bracket,(HERMAIfN,OHERMAIfN,0.1,schaff-herzog.bwald-hermaifn-august-paul,term,BWALD,"AUGUST), PAUL",1
,cand-1605644,1,ligature_bracket,"(DUGUET),","ODUGUET),",0.1,schaff-herzog.by,definition_blocks[3],"DU GUET, da g6",JACQUES JO-,1
,cand-4389587,1,ligature_bracket,(LI,OLI,0.1,schaff-herzog.bzon8-b-iv,definition_blocks[14],poils of war Ql Sam. subjugated nations,Sam. viii. 2; cf. I Kings v. 1 ; II Kin,1
,cand-668615,1,ligature_bracket,"(KALAU),","OKALAU),",0.1,schaff-herzog.calovius-kalau-abraham,definition_blocks[0],"CALOVIUS, cɑ-lō´vi-Us",ABRAHAM: Lutheran dogmatic theologian;,1
,cand-680293,1,ligature_bracket,"(CAMERMEISTER),","OCAMERMEISTER),",0.1,schaff-herzog.camerarius-camermeister-joachim,definition_blocks[0],"CAMERARIUS, cɑ̄´´mê-ra´ri-us",JOACHIM: Protestant humanist; b. at Bam,1
,cand-680735,1,ligature_bracket,(CAMERLENGO).,OCAMERLENGO).,0.1,schaff-herzog.camerlingo-camerlengo,definition_blocks[0],CAMERLINGO,"See Curia, § 1.",1
,cand-680897,1,ligature_bracket,"(CAMERO),","OCAMERO),",0.1,schaff-herzog.cameron-camero-john,definition_blocks[0],CAMERON,JOHN: Scottish theologian; b. at Glasgo,1
,cand-684496,1,ligature_bracket,"(CAMPEGI,","OCAMPEGI,",0.1,schaff-herzog.campeggio-campegi-campeggi-campegius-lorenzo,definition_blocks[0],"CAMPEGGIO, cɑ̄m-ped´jō","CAMPEGGI, CAMPEGIUS), LORENZO: Italian",1
,cand-685995,1,ligature_bracket,(JE),OJE),0.1,schaff-herzog.canaan-canaanites,definition_blocks[3],d Testament usage varies. In Gen. x. 19,"it includes Phenicia, the land of Israe",1
,cand-689430,1,ligature_bracket,"(WEISS),","OWEISS),",0.1,schaff-herzog.candidus-weiss-pantaleon,definition_blocks[0],"CANDIDUS, cɑ̄n-dî´dūs",PANTALEON: Reformed theologian; b. at Y,1
,cand-713742,1,ligature_bracket,(CAPPELLUS):,OCAPPELLUS):,0.1,schaff-herzog.cappel-cappellus,definition_blocks[0],CAPPEL,A French family which produced many not,1
,cand-717412,1,ligature_bracket,"(KARLSTADT,","OKARLSTADT,",0.1,schaff-herzog.carlstadt-karlstadt-carolstadt-andreas-rudolf-bodenstein-von,definition_blocks[0],"CARLSTADT, cɑ̄rl´stɑ̄t","CAROLSTADT), ANDREAS RUDOLF BODENSTEIN",1
,cand-733570,1,ligature_bracket,(SELIG):,OSELIG):,0.1,schaff-herzog.cassel-paulus-stephanus-selig,definition_blocks[0],"CASSEL, PAULUS STEPHANUS",German Protestant theologian; b. at Gro,1
,cand-734647,1,ligature_bracket,"(CASSIODORIITS),","OCASSIODORIITS),",0.1,schaff-herzog.cassiodorus-cassiodorius-magnus-aurelius,definition_blocks[0],"CASSIODORUS, cas´´si-o-dō´rus","MAGNUS AURELIUS: Roman historian, state",1
,cand-735312,1,ligature_bracket,(SEBASTIEN,OSEBASTIEN,0.1,schaff-herzog.castellio-n-sebastianus-sebastien-chateillon,definition_blocks[0],"CASTELLIO(N), SEBASTIANUS",CHÂTEILLON): French Reformer; b. at Sai,1
,cand-747841,1,ligature_bracket,(SAINT,OSAINT,0.1,schaff-herzog.catharine-saint-the-martyr-saint-catharine-of-alexandria,definition_blocks[0],"CATHARINE, SAINT, THE MARTYR",CATHARINE OF ALEXANDRIA): One of the mo,1
,cand-753846,1,ligature_bracket,"(CAHIER,","OCAHIER,",0.1,schaff-herzog.cayet-cahier-caiet-cajetanus-pierre-victor-palma,definition_blocks[0],"CAYET, ca´´yê´","CAIET, Cajetanus) PIERRE VICTOR PALMA:",1
,cand-754173,1,ligature_bracket,"(CHAD),","OCHAD),",0.1,schaff-herzog.ceadda-chad-st,definition_blocks[0],CEADDA,ST.: Third bishop of Mercia; d. at Lich,1
,cand-754732,1,ligature_bracket,"(CEDDA),","OCEDDA),",0.1,schaff-herzog.cedd-cedda-st,definition_blocks[0],CEDD,"ST.: Bishop of Essex; d, at Lastingham",1
,cand-757789,1,ligature_bracket,(CELLITÆ).,OCELLITÆ).,0.1,schaff-herzog.cellites-cellit,definition_blocks[0],CELLITES,"See Alexians; Beghards, Beguines.",1
,cand-769562,1,ligature_bracket,"(CIL,","OCIL,",0.1,schaff-herzog.cemeteries,definition_blocks[4],heathen inscription for a burial-place,"viii. 7543), against thousands in which",1
,cand-782580,1,ligature_bracket,(CERDON):,OCERDON):,0.1,schaff-herzog.cerdo-cerdon,definition_blocks[0],CERDO,"A Syrian Gnostic, who, according to Ire",1
,cand-782796,1,ligature_bracket,(JULIAN,OJULIAN,0.1,schaff-herzog.cesarini-giuliano-julian-cesarini,definition_blocks[0],"CESARINI, chê´´sɑ̄-rî´nî, GIULIANO",CESARINI): Cardinal. He belonged to a d,1
,cand-2863263,1,ligature_bracket,"(WENZEL,","OWENZEL,",0.1,schaff-herzog.ceslaus-wenzel-vincilaus,term,CESLAUS,VINCILAUS),1
,cand-1195740,1,ligature_bracket,"(KEMNITZ),","OKEMNITZ),",0.1,schaff-herzog.chemnitz-kemnitz-martin,term,CHEMNITZ,MARTIN,1
,cand-1219350,1,ligature_bracket,(JUiaHo):,OJUiaHo):,0.1,schaff-herzog.christology,definition_blocks[60],efold hypostatical existence of the Son,"(1) The preexistent, eternal imma- nenc",1
,cand-1253010,1,ligature_bracket,(CHURCHES),OCHURCHES),0.1,schaff-herzog.church-churches-of-god,term,CHURCH,OF GOD,1
,cand-1247847,1,ligature_bracket,(DEUTSCHEREVANGELISCHER,ODEUTSCHEREVANGELISCHER,0.1,schaff-herzog.church-diet-german-evangelical,definition_blocks[0],,KIRCHENTAG) :,1
,cand-1272434,1,ligature_bracket,"(MPO,","OMPO,",0.1,schaff-herzog.churching-of-women,definition_blocks[0],"Alexandria, in his epistle to Basilides","x. 1281), treats it as a matter of cour",1
,cand-1273604,1,ligature_bracket,(KIERAN,OKIERAN,0.1,schaff-herzog.chytrjeus-david,definition_blocks[6],"CIARAlf, ki'ar-on","), SAINT, OF CLON-",1
,cand-1273746,1,ligature_bracket,"(KIERAN),","OKIERAN),",0.1,schaff-herzog.ciaran-kieran-saint-of-saigir,term,CIARAN,"SAINT, OF SAIGIR",1
,cand-1280296,1,ligature_bracket,(JOHN,OJOHN,0.1,schaff-herzog.city-missions,definition_blocks[20],"ing upon city prob- lems). CIUDAD, JUAN","OF GOD). See Charitt,",1
,cand-1280968,1,ligature_bracket,(CLARENINI).,OCLARENINI).,0.1,schaff-herzog.clares,definition_blocks[7],CLARENI,"See Francis, Saint,",1
,cand-1285441,1,ligature_bracket,"(CLAMANGES),","OCLAMANGES),",0.1,schaff-herzog.claudius-of-turin,definition_blocks[5],"CLEMANGES, cle""m<lnzh'",,1
,cand-1294355,1,ligature_bracket,"(CLYFTON),","OCLYFTON),",0.1,schaff-herzog.clifton-clyfton-richard,term,CLIFTON,RICHARD,1
,cand-1297762,1,ligature_bracket,"(DOBNECK,","ODOBNECK,",0.1,schaff-herzog.cocceius-johannes-and-his-school,definition_blocks[20],COCHUEUS,"WEIfDELSTEJUS),",1
,cand-1299434,1,ligature_bracket,"(KEVIN),","OKEVIN),",0.1,schaff-herzog.coelln-da1tcel-georg-konrad-von,definition_blocks[2],"CCEMGEN, kem'gen","SAINT, OF GLEN-",1
,cand-1383610,1,ligature_bracket,(MSS.,OMSS.,0.1,schaff-herzog.cohstahtuyk,definition_blocks[40],"the Arabic- Coptic, and two Anglo-Saxon",of the eleventh and thirteenth centurie,1
,cand-1304650,1,ligature_bracket,(PONTIFICIA),OPONTIFICIA),0.1,schaff-herzog.collegia-wationalia-pontificia,term,COLLEGIA WATIONALIA,,1
,cand-1305878,1,ligature_bracket,(RHYNSBURGERS),ORHYNSBURGERS),0.1,schaff-herzog.collegiants-rhynsburgers,term,COLLEGIANTS,,1
,cand-1315079,1,ligature_bracket,(MARCUS,OMARCUS,0.1,schaff-herzog.commodianus,definition_blocks[4],C0M/M0-DUS,AURELIUS C0MM0-,1
,cand-1390704,1,ligature_bracket,(FLAVIUS),OFLAVIUS),0.1,schaff-herzog.cook-flavius-joseph-us,term,"COOK,",JOSEPH (US),1
,cand-1390707,1,ligature_bracket,(US),OUS),0.1,schaff-herzog.cook-flavius-joseph-us,term,"COOK, (FLAVIUS) JOSEPH",,1
,cand-1391852,1,ligature_bracket,"(COPPING),","OCOPPING),",0.1,schaff-herzog.coppin-copping-john,term,COPPIN,JOHN,1
,cand-1400301,1,ligature_bracket,"(RABE,","ORABE,",0.1,schaff-herzog.corvey,definition_blocks[3],CORVINUS,"""raven/' not RAEBENER),",1
,cand-1438002,1,ligature_bracket,"(CUMRAK,","OCUMRAK,",0.1,schaff-herzog.ctjmmialf-cumrak-cumine-cuimirte,term,CTJMMIAlf,"CUMINE, CUIMIrTE)",1
,cand-1446169,1,ligature_bracket,"(KYAKWULF,","OKYAKWULF,",0.1,schaff-herzog.cywewulf-kyakwulf-cynwulf,term,CYWEWULF,CYNWULF),1
