approve,id,tier,reason,value,suggestion,confidence,entry_id,field_path,context_before,context_after,occurrences
,cand-3936955,1,digit_in_letter,exhai2stive,exhai2stive,0.45,schaff-herzog.adolf-freiherr-von,definition_blocks[5],irchenrechUicher Abhandhmgen (1873). An,summary is contributed by his very exce,1
,cand-3936967,1,digit_in_letter,9eine,9eine,0.45,schaff-herzog.adolf-freiherr-von,definition_blocks[5],llent Das gemeine deutsche Eherecht und,Umbildung durch das R.-G. vcm 6. Februo,1
,cand-3734769,1,digit_in_letter,OX78TAV,OX7STAV,0.45,schaff-herzog.adolf-hbbmann-heihbioh-kaxp,definition_blocks[6],PETEB,"KAWBRAXT, ThJ).,",1
,cand-4577931,1,digit_in_letter,KAUTZ8CH,KAUTZSCH,0.45,schaff-herzog.adolf-hermann-heinrich,definition_blocks[2],EMIL FRIEDRICH,"(f), Ph.D., Th.D.,",1
,cand-4778034,1,digit_in_letter,euchari8tic,euchariStic,0.45,schaff-herzog.ahfrid-strabo,definition_blocks[1],us iconolatry and Greek iconoclasm; his,doctrine was evidently not the transubs,1
,cand-3735161,1,digit_in_letter,008TEBZEE,OOSTEBZEE,0.45,schaff-herzog.albebt-henby-newman-d-d-llj,definition_blocks[4],JAN JAOOB VAN,"(f), PI&.D.9 Th.D.y",1
,cand-80826,1,digit_in_letter,Mo7Uantsmu8,Mo7UantsmuS,0.45,schaff-herzog.albert,definition_blocks[0],"t the university, and studied with seal",und die christliche Kirche des zweUen J,1
,cand-80840,1,digit_in_letter,Le6en,Le6en,0.45,schaff-herzog.albert,definition_blocks[0],"erU (TQbingen, 1841). Through Strauss's",Jesu and other studies he found himself,1
,cand-90810,1,digit_in_letter,9chaide,9chaide,0.45,schaff-herzog.alexander,definition_blocks[18],"rit, were the following: (1) Vom unter-",dea worts OoUes und der Heyligen Schrif,1
,cand-91852,1,digit_in_letter,8chen,Schen,0.45,schaff-herzog.alexander,definition_blocks[29],l transformation (jChriMchen orthodoxir,"BUcher, pp. 218, 230). Schwenckfeld sha",1
,cand-2413253,1,digit_in_letter,ALI8T8,ALISTS,0.45,schaff-herzog.ali8t8,term,,,1
,cand-3739215,1,digit_in_letter,185fih69,ISSfih69,0.45,schaff-herzog.alko,definition_blocks[45],\,"Ckron Chronicon, "" Chronicle",1
,cand-112235,1,digit_in_letter,15ten,ISten,0.45,schaff-herzog.alzog-johann-baptist,definition_blocks[0],"burg, 1866); Die deutschen Plenarien im",und zu Anfang des 16ten Jahrhunderts (1,1
,cand-112241,1,digit_in_letter,16ten,I6ten,0.45,schaff-herzog.alzog-johann-baptist,definition_blocks[0],en Plenarien im 15ten und zu Anfang des,Jahrhunderts (1874).,1
,cand-4695137,1,digit_in_letter,8teffens,Steffens,0.45,schaff-herzog.and-counter-reformation-in,definition_blocks[9],"ntioiurberichte aue der Schweie, ed. F.","and H. Reinhaidt, vol. L, Solothom, 190",1
,cand-4831451,1,digit_in_letter,Years1,YearsI,0.45,schaff-herzog.angelius-von,definition_blocks[5],on the incompatibility of the Thirty,War,1
,cand-1938420,1,digit_in_letter,Le6,Le6,0.45,schaff-herzog.antoine,definition_blocks[2],otary (1574). His most notable work is:,Adeaet gestea merveiUeux de la cU4 de G,1
,cand-1938425,1,digit_in_letter,cU4,cU4,0.45,schaff-herzog.antoine,definition_blocks[2],is: Le6 Adeaet gestea merveiUeux de la,"de Genkve (ed. G. Revilliod, Geneva, 18",1
,cand-2812267,1,digit_in_letter,ARI8TB,ARISTB,0.45,schaff-herzog.ari8tb,term,,,1
,cand-2812537,1,digit_in_letter,ehritUich0,ehritUichO,0.45,schaff-herzog.ari8tb,definition_blocks[6],"OnUn und KonoregaHontH; Q. Uhlhorn, Dis","Lit/betiSAtiokea im MiUtUiiUr, pp. 272-",1
,cand-244944,1,digit_in_letter,practica1,practicaI,0.45,schaff-herzog.asceticism,definition_blocks[10],nly it should be added that the ascetic,proof must never become a law; it calls,1
,cand-1670776,1,digit_in_letter,G6ttingen,G6ttingen,0.45,schaff-herzog.august-eduard,definition_blocks[29],"15, 1814; d. at","Mar. 20, 1878. He was educated at Mannh",1
,cand-2855827,1,digit_in_letter,no8,noS,0.45,schaff-herzog.auguste,definition_blocks[2],"e mildeu du dix-huitihne sikcU jusqu'd,","jours (3 vols., Paris, 1873; Eng. trans",1
,cand-2855860,1,digit_in_letter,g4n6ral,g4n6ral,0.45,schaff-herzog.auguste,definition_blocks[2],as also owing to his efforts as Conseil,des facult^s and as member of the Conse,1
,cand-309259,1,digit_in_letter,52rr,S2rr,0.45,schaff-herzog.baalbek,definition_blocks[4],ninus Pius (138-161) by John Malala (c.,600); only six columns and their entabl,1
,cand-1659819,1,digit_in_letter,Bois6,Bois6,0.45,schaff-herzog.bblls-mtron,definition_blocks[0],pastor of the Congregational Church at,"aty, Ida., 1872-74, and after 1874 was",1
,cand-1884460,1,digit_in_letter,Font6vrault,Font6vrault,0.45,schaff-herzog.bbraldi,definition_blocks[1],"of the Virgin. At the deatli of Robert,","is said to have contaiDed 3,000 nuns, w",1
,cand-3491709,1,digit_in_letter,Hi9,Hi9,0.45,schaff-herzog.bbt-and-conobeoation-of,definition_blocks[40],,"fame as preacher, orator in the cause o",1
,cand-3491754,1,digit_in_letter,gl6ssSs,gl6ssSs,0.45,schaff-herzog.bbt-and-conobeoation-of,definition_blocks[40],nd Peri Us gnisias prophoras Us hdHnHUs,"(1830), and increased his renown as a p",1
,cand-4765706,1,digit_in_letter,FRAH9OIS,FRAH9OIS,0.45,schaff-herzog.bceuf-comtede,definition_blocks[3],"VOLTAIRE, vdl""tar/,",MARIE,1
,cand-4581798,1,digit_in_letter,BI0GBAPHICAL,BIOGBAPHICAL,0.45,schaff-herzog.bi0gbaphical-addenda,term,,ADDENDA,1
,cand-4581958,1,digit_in_letter,XX11,XXII,0.45,schaff-herzog.bi0gbaphical-addenda,definition_blocks[17],,,1
,cand-4343105,1,digit_in_letter,o4ftl,o4ftl,0.45,schaff-herzog.bians-viii,definition_blocks[10],,Courts,1
,cand-474878,1,digit_in_letter,Ob2,Ob2,0.45,schaff-herzog.bible-text,definition_blocks[66],"ent. VI, 24: D1 D2 E2 H3 I4, 7 N1 Na O2",P1 R1 Tbceh Ζ Θcefg Σ Φ ד‎11. Cent. VII,1
,cand-479623,1,digit_in_letter,8vo,Svo,0.45,schaff-herzog.bible-text,definition_blocks[175],"or 1589, and 1598), as well as his five","editions (1565, 1567, 1580, 1590, 1604)",1
,cand-481226,1,digit_in_letter,Ob2,Ob2,0.45,schaff-herzog.bible-text,definition_blocks[183],d Λ Π; first used by him: Fa Ib N1 Ob-f,P2 Q2 R1.2 Ta.c Wb-e Θe-h; published: א,1
,cand-4580485,1,digit_in_letter,Fathers9,Fathers9,0.45,schaff-herzog.bibliographical-appendix-volumes-i-xii,definition_blocks[20],"land, with Fresh Light upon the Pilgrim","Church, London, 1911.",1
,cand-4581501,1,digit_in_letter,Origen1,OrigenI,0.45,schaff-herzog.bibliographical-appendixvolumes-i-xh,definition_blocks[34],a Compilation of Selected Passages from,s Works made by St. Gregory of Natiantu,1
,cand-1683322,1,digit_in_letter,S3r8tem,S3rStem,0.45,schaff-herzog.blkesaites,definition_blocks[2],ntine Homilies agree with the doctrinal,of that the latter represents the older,1
,cand-3090936,1,digit_in_letter,6he,6he,0.45,schaff-herzog.born,definition_blocks[0],a (see GsBTRUDs). The revelations which,claimed to have here were written down,1
,cand-3850231,1,digit_in_letter,6tude,6tude,0.45,schaff-herzog.brobk-jah-van,definition_blocks[15],". 442-611, Zurich, 1855; Q. C. Schmidt,","eur Jean Ruyebroeek, . . . M vie, eee 4",1
,cand-1596999,1,digit_in_letter,Z4fe,Z4fe,0.45,schaff-herzog.brummond-henry,definition_blocks[2],"l Speechee, ut sup.; Margaret Oliphant,","of Edward Irving, London, 1806; DNB, xv",1
,cand-1597258,1,digit_in_letter,G9apd9,G9apd9,0.45,schaff-herzog.brummond-henry,definition_blocks[7],"CmUury, vol i.. ib. 1897; R. A. Watson.","of Ynttrdav, ib. 1898; T. Hunter Boyd.",1
,cand-5069271,1,digit_in_letter,JAME8,JAMES,0.45,schaff-herzog.bu8hnell-jame8-addison,term,"BU8HNELL,",ADDISON,1
,cand-5069809,1,digit_in_letter,Tiele7Cornelis,Tiele7Cornelis,0.45,schaff-herzog.bu8hnell-jame8-addison,definition_blocks[94],"Simons, Menno, I.",Petrus.,1
,cand-4165381,1,digit_in_letter,Mar6,Mar6,0.45,schaff-herzog.buice-islands,definition_blocks[4],"lissionary Society, from Samoa, visited","in 1841, and found that a Christian fro",1
,cand-4165434,1,digit_in_letter,Mar6,Mar6,0.45,schaff-herzog.buice-islands,definition_blocks[4],n was started. Na- tive Christians from,carried the Gospel to Uvea m 1856. The,1
,cand-4166239,1,digit_in_letter,Mar6,Mar6,0.45,schaff-herzog.buice-islands,definition_blocks[13],"Samuel Mo- Fariane, with teachers from",and Lifu. They settled at first in the,1
,cand-4168549,1,digit_in_letter,V6lker,V6lker,0.45,schaff-herzog.buice-islands,definition_blocks[30],"Life, New York, 1846; E. Michelis, Die",der SUdsee und die Oeschichte der prote,1
,cand-4168589,1,digit_in_letter,Abb6,Abb6,0.45,schaff-herzog.buice-islands,definition_blocks[30],"Evanodiums in der Snd-See, Halle, 1852;","Veiguet, Hist, de la premiire mission c",1
,cand-4168749,1,digit_in_letter,86Ck,S6Ck,0.45,schaff-herzog.buice-islands,definition_blocks[32],,TtImhIj,1
,cand-4168759,1,digit_in_letter,ih0,ihO,0.45,schaff-herzog.buice-islands,definition_blocks[33],"t, Loodon* 1884: W. W. Om, JoUimo* from","PaeiM, 0). 1886; id«m« From Darkntf to",1
,cand-4168796,1,digit_in_letter,8Uny,SUny,0.45,schaff-herzog.buice-islands,definition_blocks[33],"Tonga, 1888, London, 1880; H. Binsham,","of the Momino Star, Boston, 1886; A. Bu",1
,cand-3067984,1,digit_in_letter,111AD7,IIIAD7,0.45,schaff-herzog.bums,definition_blocks[3],mher toon than forty. He ajso eocnpoaed,hymn tuuet which are still in use. In 1,1
,cand-3913873,1,digit_in_letter,Ge9chichU,Ge9chichU,0.45,schaff-herzog.bxbuogaapht,definition_blocks[0],"3 vob.. Leip8ic» 1861-68; 0. W. Frank,","der proteatantuchen Theologie, ib. 1862",1
,cand-4390584,1,digit_in_letter,fu8,fuS,0.45,schaff-herzog.bzon8-b-iv,definition_blocks[38],st occasionally and then definitdy) the,deportuum to the extent of half the fir,1
,cand-2799423,1,digit_in_letter,ro3ral,ro3ral,0.45,schaff-herzog.cd,definition_blocks[0],"but also as a diplomat, being appointed",en- voy by King Stephan Bathory. Later,1
,cand-1179675,1,digit_in_letter,FRAN9OISE,FRAN9OISE,0.45,schaff-herzog.chantal-jeanne-fran9oise-fremiot,term,"CHANTAL, JEANNE",FREMIOT,1
,cand-4578583,1,digit_in_letter,CHARLE8,CHARLES,0.45,schaff-herzog.charle8-bchnetzler,term,,BCHNETZLER,1
,cand-4577122,1,digit_in_letter,FRANT8,FRANTS,0.45,schaff-herzog.charles-augustus-briggs-d-d,definition_blocks[2],,"PEDER WILLIAM BUHL, Ph.D.,",1
,cand-1196068,1,digit_in_letter,M6rlin,M6rlin,0.45,schaff-herzog.chemnitz-kemnitz-martin,definition_blocks[9],ersy. In 1567 he went with his superior,to Prussia to reorganize the Church the,1
,cand-1206721,1,digit_in_letter,Soci6t6,Soci6t6,0.45,schaff-herzog.choky-jacques-eugene,definition_blocks[0],of Geneva. He has been a member of the,des sciences theo- logiques of Geneva s,1
,cand-1206818,1,digit_in_letter,U6tat,U6tat,0.45,schaff-herzog.choky-jacques-eugene,definition_blocks[0],a Geneve au temps de Calvin (1897); and,chr&ien calviniste a Geneve au temps de,1
,cand-4578309,1,digit_in_letter,CHRI8T0F,CHRISTOF,0.45,schaff-herzog.chri8t0f-eberhard-nestle,term,,EBERHARD NESTLE,1
,cand-3166037,1,digit_in_letter,CHRI8TIANB,CHRISTIANB,0.45,schaff-herzog.chri8tianb,term,,,1
,cand-3166642,1,digit_in_letter,s3mod,s3mod,0.45,schaff-herzog.chri8tianb,definition_blocks[10],d Zephaniah Bilavucu. The Fiji district,has reached such a degree of de- velopm,1
,cand-3171167,1,digit_in_letter,T6kyo,T6kyo,0.45,schaff-herzog.chri8tianb,definition_blocks[57],he Japan Methodist Church; and vened in,"on May 22, 1907. The Woman's Foreign Mi",1
,cand-3173615,1,digit_in_letter,lS48,lS4S,0.45,schaff-herzog.chri8tianb,definition_blocks[100],"regular cate- chetical instruction."" In",the church oigan- ized a mission in Chi,1
,cand-3176154,1,digit_in_letter,S5ft,SSft,0.45,schaff-herzog.chri8tianb,definition_blocks[120],,,1
,cand-3179829,1,digit_in_letter,0te,Ote,0.45,schaff-herzog.chri8tianb,definition_blocks[169],"- copal Church South, Comprehendino all",Official Pny- ceedinoB of the General C,1
,cand-3180331,1,digit_in_letter,0te,Ote,0.45,schaff-herzog.chri8tianb,definition_blocks[174],"t Law; or, Helpe in the AdmimetraOon of","Diedpline of ihs M, B. Chunk, Cincinnat",1
,cand-3180358,1,digit_in_letter,Ori4nn,Ori4nn,0.45,schaff-herzog.chri8tianb,definition_blocks[174],"c Methodiem, ib. 1888; idem, HUL of the",and De- velopment cf the Governing Conf,1
,cand-4415635,1,digit_in_letter,t88Jh,tSSJh,0.45,schaff-herzog.chrisn,definition_blocks[4],UehriMche LiUerahur ynd ihre Brfonchung,,1
,cand-2773906,1,digit_in_letter,CommefUanu9,CommefUanu9,0.45,schaff-herzog.christiall-gottlieb,definition_blocks[2],"ia- toricoB (4 vols., 1807-18), and the",in Epiddam ad Hebrwo$ (1831). He wrote,1
,cand-1235977,1,digit_in_letter,Chri8tianu8,ChriStianuS,0.45,schaff-herzog.chronicles-books-of,definition_blocks[38],"m"" by Dositheos. Le Quien in his Orien$",has borrowed liberally from Chrysan- th,1
,cand-1269319,1,digit_in_letter,8tato,Stato,0.45,schaff-herzog.church-and-state,definition_blocks[81],Church and,Ohurohyard,1
,cand-1240895,1,digit_in_letter,oe88,oeSS,0.45,schaff-herzog.church-building-taxation-for,definition_blocks[8],nity of Israel. He proclaimed the near-,"of the kingdom of God, and then announc",1
,cand-1249293,1,digit_in_letter,6tates,6tates,0.45,schaff-herzog.church-discipline,definition_blocks[11],lism completed its destruction. In most,church discipline was expressly abolish,1
,cand-1251292,1,digit_in_letter,4glises,4glises,0.45,schaff-herzog.church-discipline,definition_blocks[54],. 1800; La Discipline eccUeiaetique dee,"rif ar- mies de France, ed. D'Huisseau,",1
,cand-1255194,1,digit_in_letter,liturgie3,liturgie3,0.45,schaff-herzog.church-government,definition_blocks[20],oughts come to light in a long array of,and other kinds of promul- gations on t,1
,cand-1241742,1,digit_in_letter,andthe1,andtheI,0.45,schaff-herzog.church-the-christian,definition_blocks[18],• ^e external or real. The kingdom lias,a rea* ex^8*ence m ^ subjects and Ohuro,1
,cand-1246639,1,digit_in_letter,throu8h,throuSh,0.45,schaff-herzog.church-the-christian,definition_blocks[82],ofuroh. b* God,M* SPirit &nd M* word. That of Geneva h,1
,cand-1271856,1,digit_in_letter,Churching1,ChurchingI,0.45,schaff-herzog.church-year,definition_blocks[4],Churchyard,of Woman,1
,cand-1271917,1,digit_in_letter,8unday,Sunday,0.45,schaff-herzog.church-year,definition_blocks[6],rious church days named can fall: First,"in Advent, Nov. 27-Dee. 3. 8eptnageeima",1
,cand-1271923,1,digit_in_letter,8eptnageeima,Septnageeima,0.45,schaff-herzog.church-year,definition_blocks[6],"First 8unday in Advent, Nov. 27-Dee. 3.","Sunday, Jan. 18-Feb. 22. Ash Wednesday,",1
,cand-1271303,1,digit_in_letter,religio8U8f,religioSUSf,0.45,schaff-herzog.churchyard,definition_blocks[6],val conception of the cemetery as locus,and at the same time did away with the,1
,cand-1273912,1,digit_in_letter,CIB0RIUM,CIBORIUM,0.45,schaff-herzog.cib0rium,term,,,1
,cand-4576823,1,digit_in_letter,BEL8HEIM,BELSHEIM,0.45,schaff-herzog.clarence-augustine-beckwith,definition_blocks[4],JOHANNES,"(f),",1
,cand-3887104,1,digit_in_letter,Pi4emreew,Pi4emreew,0.45,schaff-herzog.claude-hbnri-count-de,definition_blocks[5],"t-Simoniemue, Leipsie, 1892; Q. W«a, Un","du eoeiatieme, Satnt-Simon el eon",1
,cand-3237200,1,digit_in_letter,CLB8IASTICAL,CLBSIASTICAL,0.45,schaff-herzog.clb8iastical,term,,,1
,cand-1292264,1,digit_in_letter,8acrament,Sacrament,0.45,schaff-herzog.clergy,definition_blocks[17],e means of grace by word and 2. ButNeo-,conferred by Jesus on the e^M7 an^ cong,1
,cand-1297714,1,digit_in_letter,17ten,I7ten,0.45,schaff-herzog.cocceius-johannes-and-his-school,definition_blocks[19],". A. Tholuck, Dae akademiecke Leben de»","Jahrhunderte, ii. 226 sqq., Halle, 1853",1
,cand-1299205,1,digit_in_letter,DA1TCEL,DAITCEL,0.45,schaff-herzog.coelln-da1tcel-georg-konrad-von,term,"COELLN,",GEORG KONRAD VON,1
,cand-1299262,1,digit_in_letter,My8ticismu8,MySticismuS,0.45,schaff-herzog.coelln-da1tcel-georg-konrad-von,definition_blocks[0],"Berichtigung der Begriffe Pietis- mus,","und Fanoiismus (Halberst&dt, 1830). His",1
,cand-1308291,1,digit_in_letter,Erzdi6ceee,Erzdi6ceee,0.45,schaff-herzog.cologne-archbishopric-of,definition_blocks[6],"qq. Consult: E. Podlech, Geechichte der","Kdln, Mains, 1879; C. A. Ley, Kolnieche",1
,cand-3391664,1,digit_in_letter,Preflb3fterian,Preflb3fterian,0.45,schaff-herzog.colored-church-organizations-in-the-united-states-1890-1906,definition_blocks[28],,bodies:,1
,cand-3391842,1,digit_in_letter,C3iurch,C3iurch,0.45,schaff-herzog.colored-church-organizations-in-the-united-states-1890-1906,definition_blocks[67],Reformed Episcopal,,1
,cand-1318028,1,digit_in_letter,foundati6n,foundati6n,0.45,schaff-herzog.common-life-brethren-of-the,definition_blocks[54],At the very,of the whole life lay the modtma devoti,1
,cand-1321036,1,digit_in_letter,Apostles1,ApostlesI,0.45,schaff-herzog.common-prayer-book-of,definition_blocks[15],"nd creeds, though the Decalogue and the",Creed were subsequently supplied.,1
,cand-5068552,1,digit_in_letter,CON8PECTU8,CONSPECTUS,0.45,schaff-herzog.con8pectu8-of-contributors,term,,OF CONTRIBUTORS,1
,cand-1343372,1,digit_in_letter,3TO,3TO,0.45,schaff-herzog.concordances,definition_blocks[6],"ordance 1438- 1448: P""PJKTl1PJ1p fcOpJH",TKD. He ar- ranged the roots alphabetic,1
,cand-1343430,1,digit_in_letter,1DD,IDD,0.45,schaff-herzog.concordances,definition_blocks[6],"0, under the title: |jr>3 *Opjn !M3 TtO",EWDJMmipflp (in the edUio prima of 1524,1
,cand-1343806,1,digit_in_letter,1DD,IDD,0.45,schaff-herzog.concordances,definition_blocks[12],"nberg, 1627, quarto."" J6- cher has P""D?",ecu analysis Novi Ti. per 97 ta- bula*.,1
,cand-1344065,1,digit_in_letter,1DD,IDD,0.45,schaff-herzog.concordances,definition_blocks[13],"Main, 1876, and by L. M. Schusslowitz,","roDBTI *nVN, Wilna, 1878.",1
,cand-1347484,1,digit_in_letter,circum8criptionist,circumScriptionist,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[29],"ats; for instance, the so-called bullae",by which the bounds of a diocese are de,1
,cand-1349969,1,digit_in_letter,Abbe1,AbbeI,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[74],"apal delegate, Monsignor Spina, and the",Bernier. Napo- leon demanded a reductio,1
,cand-1351114,1,digit_in_letter,8Ucn,SUcn,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[92],"1818. nary outline, a°d even M",waa revoked by,1
,cand-1352482,1,digit_in_letter,6ome,6ome,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[119],"in the conference was not the same, and",of them shortly withdrew. The dele- gat,1
,cand-1352496,1,digit_in_letter,8tate,State,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[119],es finally agreed to formulate a 5. The,l*w concerning the affairs of the State,1
,cand-1354240,1,digit_in_letter,abominak8,abominakS,0.45,schaff-herzog.concordats-and-delimiting-bulls,definition_blocks[140],"compe- tency, and "" abhorrent "" (leges","; Mirbt, QtteUen, p. 371). After the Va",1
,cand-1362599,1,digit_in_letter,Jesuits1,JesuitsI,0.45,schaff-herzog.conflict-of-duties,definition_blocks[32],aithful of the male sex; it was not the,"wish to include women, as their idea wa",1
,cand-1366925,1,digit_in_letter,vQla8e,vQlaSe,0.45,schaff-herzog.congregationalists,definition_blocks[27],"number lived in, or OonirrtgL near' the","of Scrooby> Notting- tion. hamshire, an",1
,cand-1373642,1,digit_in_letter,crusaders1,crusadersI,0.45,schaff-herzog.conrad-of-marburg,definition_blocks[1],ainz. Conrad next assembled a veritable,army; but at this juncture his fate swi,1
,cand-1376294,1,digit_in_letter,Reformers1,ReformersI,0.45,schaff-herzog.conscience,definition_blocks[34],es with the divine revelation. From the,protest against such a claim have sprun,1
,cand-1378127,1,digit_in_letter,C05SIST0RIAL,COSSISTORIAL,0.45,schaff-herzog.consistory-c05sist0rial-organization,term,"CONSISTORY,",ORGANIZATION,1
,cand-1389854,1,digit_in_letter,COR5WALLIS,CORSWALLIS,0.45,schaff-herzog.conybeare-frederick-cor5wallis,term,"CONYBEARE, FREDERICK",,1
,cand-1389922,1,digit_in_letter,Apolloniu8,ApolloniuS,0.45,schaff-herzog.conybeare-frederick-cor5wallis,definition_blocks[0],"(London, 1892); The Apology and Acts of",and Other Monuments of Early Chris- tia,1
,cand-1394640,1,digit_in_letter,ATHA5ASE,ATHASASE,0.45,schaff-herzog.coquerel-atha5ase-josue,term,"COQUEREL,",JOSUE,1
,cand-1394822,1,digit_in_letter,6tude,6tude,0.45,schaff-herzog.coquerel-atha5ase-josue,definition_blocks[1],": E. Stroehlin, Athanase Coquerel fits.","biographique, 2 vols., Paris, 1886.",1
,cand-1412556,1,digit_in_letter,Pre8byterianism,PreSbyterianism,0.45,schaff-herzog.covenanters,definition_blocks[23],liament being disposed to make trial of,as the only visible alternative to epis,1
,cand-1429742,1,digit_in_letter,Chosroe8,ChosroeS,0.45,schaff-herzog.cross-exaltation-of-the,definition_blocks[1],614 was carried off by the Persian king,"II., but in 628 was brought back to Jer",1
,cand-1775633,1,digit_in_letter,CSaa3ult,CSaa3ult,0.45,schaff-herzog.csaa3ult,term,,,1
,cand-1437803,1,digit_in_letter,NATHA5AEL,NATHASAEL,0.45,schaff-herzog.culverwel-natha5ael,term,"CULVERWEL,",,1
,cand-1445820,1,digit_in_letter,years1,yearsI,0.45,schaff-herzog.cuthbert-saint,definition_blocks[0],ce to his dying injunction. After seven,wandering it found a resting-place at C,1
,cand-1456605,1,digit_in_letter,Daille1,DailleI,0.45,schaff-herzog.daille-jean,definition_blocks[1],"is bene- factor having died soon after,","returned to Saumur, where he prepared M",1
,cand-1456720,1,digit_in_letter,6criturest,6criturest,0.45,schaff-herzog.daille-jean,definition_blocks[1],", 1653) ; La Foy fondte sur les Saintes",contre les nou- veaux MHhodistes (1634),1
,cand-1299757,1,digit_in_letter,A8Bt,ASBt,0.45,schaff-herzog.dalough,definition_blocks[4],Bibliography:,"June, i. 303-313; Lanigan, Bed. Hist.,",1
,cand-1457862,1,digit_in_letter,saints1,saintsI,0.45,schaff-herzog.damascenus-damasketos-the-studite,definition_blocks[0],the time and based upon Bible texts or,lives. The aim is practical rather than,1
,cand-1458161,1,digit_in_letter,According1,AccordingI,0.45,schaff-herzog.damascus,definition_blocks[2],z part of the territory of Rameses III.,II Sam. viii. 3 sqq. (cf. I Chron. xvii,1
,cand-1468036,1,digit_in_letter,resume1,resumeI,0.45,schaff-herzog.danovius-ernst-jakob,definition_blocks[34],"Lives of Dante, Hull, 1898; a critical",of the five early biographies is by E.,1
,cand-4244954,1,digit_in_letter,Le6en,Le6en,0.45,schaff-herzog.david-friedrich,definition_blocks[1],turned to his theological studies. His,"Jan» (2 vols., Tabingen, 1835-36; Eng.",1
,cand-4245153,1,digit_in_letter,m3rth,m3rth,0.45,schaff-herzog.david-friedrich,definition_blocks[5],"ictitious character, it may be called """,""" if it is accepted and passed on confi",1
,cand-4245857,1,digit_in_letter,91SSSS,9ISSSS,0.45,schaff-herzog.david-friedrich,definition_blocks[9],,,1
,cand-1407829,1,digit_in_letter,m3rsteiious,m3rsteiious,0.45,schaff-herzog.de,definition_blocks[0],"and Paris St. llartin communicated, in","phraseol- Qgy and ceremony, his "" revel",1
,cand-1407895,1,digit_in_letter,pseudon3rm,pseudon3rm,0.45,schaff-herzog.de,definition_blocks[0],"he published his first work, under the","of ** un philosophe inc(onnu),"" Des err",1
,cand-3889234,1,digit_in_letter,anon3rmous,anon3rmous,0.45,schaff-herzog.de-saumaise,definition_blocks[0],"s fame he defended commonwealth, in his","De/enaio regia pro Carolo I. (Leyden, 1",1
,cand-1497623,1,digit_in_letter,DEFHHT0R,DEFHHTOR,0.45,schaff-herzog.defhht0r,term,,,1
,cand-1494658,1,digit_in_letter,iP80,iPSO,0.45,schaff-herzog.defilement-and-purification-ceremonial,definition_blocks[55],e menses stoppage of the flow Physioal.,/oc^> restored purity so far as the bas,1
,cand-1498783,1,digit_in_letter,Pretm8,PretmS,0.45,schaff-herzog.deism,definition_blocks[23],product of human fear inter- fi H bfe*,natural phenomena in anthro- and * pomo,1
,cand-1498944,1,digit_in_letter,even7,even7,0.45,schaff-herzog.deism,definition_blocks[24],"a, Egypt, Persia, India, savage nations",were brought within the horizon of reli,1
,cand-3473945,1,digit_in_letter,S3mod,S3mod,0.45,schaff-herzog.der,definition_blocks[0],out of which came the powerful Missouri,"(see Lutherans, III., 5, § 1). He was i",1
,cand-1510503,1,digit_in_letter,THADDJEU8,THADDJEUS,0.45,schaff-herzog.dereser-thaddjeu8-anton,term,"DERESER,",ANTON,1
,cand-1511946,1,digit_in_letter,philo8ophia,philoSophia,0.45,schaff-herzog.dervish,definition_blocks[31],appearance of his Meditationes de prima,"(Paris, 1641), which was followed by hi",1
,cand-1512919,1,digit_in_letter,Descartes1,DescartesI,0.45,schaff-herzog.dervish,definition_blocks[41],on each other ? This was the problem of,successors. Geulincx and Malebranche so,1
,cand-1516193,1,digit_in_letter,D6vay,D6vay,0.45,schaff-herzog.devay-matyas-biro,definition_blocks[2],"are found in Dec, 1541, in Wittenberg.",took the op- portunity of visiting Swit,1
,cand-1518243,1,digit_in_letter,deu8,deuS,0.45,schaff-herzog.devil,definition_blocks[36],"l treatise, De casu diaboli) in his Cur","homo, set aside the old view that Chris",1
,cand-1520170,1,digit_in_letter,DIAC0HIC0H,DIACOHICOH,0.45,schaff-herzog.diac0hic0h,term,,,1
,cand-1525095,1,digit_in_letter,Pens6es,Pens6es,0.45,schaff-herzog.diderot-denis,definition_blocks[1],xperience in encyclo- pedic system. His,"philosophiques (The Hague, 1746), in wh",1
,cand-1545852,1,digit_in_letter,8ariaf,Sariaf,0.45,schaff-herzog.dispensation,definition_blocks[3],nting dispensation are in forma commis-,whereby a mandate is addressed to the t,1
,cand-1547038,1,digit_in_letter,employed1,employedI,0.45,schaff-herzog.divination,definition_blocks[9],posed motions of the earth; asteromancy,the motions of stars and planets or met,1
,cand-1554455,1,digit_in_letter,Convert1,ConvertI,0.45,schaff-herzog.dixon-amzi-clarence,definition_blocks[0],"and New (New York, 1905); and The Young",s Problems and their Solution (1906).,1
,cand-1560617,1,digit_in_letter,D6llinger,D6llinger,0.45,schaff-herzog.doellihger-johann-josef-ignaz-von,definition_blocks[18],,published articles on the,1
